epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,486.954,0,111.725,0,0,0,0,0,0,140.024,0,0.00036,0.00036,0.00036
2,950.707,0,90.7816,0,0,0,0,0,0,128.262,0,0.0003737,0.0003737,0.0003737
